endpoint_identifier,entry_idx,output
https://seshat-db.com/api/wf/modern-fortifications/,49,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,50,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,51,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,52,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,53,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,54,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,55,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,56,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,57,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,58,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,59,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,60,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,61,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,62,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,63,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,64,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,65,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,66,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,67,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,68,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,69,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,70,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,71,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,72,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,73,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,74,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,75,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,76,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,77,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,78,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,79,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,80,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,81,Yes<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,82,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,83,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,84,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,85,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,86,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,87,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,88,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,89,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,90,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,91,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,92,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,93,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,94,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,95,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,96,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,97,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,98,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,99,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,100,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,101,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,102,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,103,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,104,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,105,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,106,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,107,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,108,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,109,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,110,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,111,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,112,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,113,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,114,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,115,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,116,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,117,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,118,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,119,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,120,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,121,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,122,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,123,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,124,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,125,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,126,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,127,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,128,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,129,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,130,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,131,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,132,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,133,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,134,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,135,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,136,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,137,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,138,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,139,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,140,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,141,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,142,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,143,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,144,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,145,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,146,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,147,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,148,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,149,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,150,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,151,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,152,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,153,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,154,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,155,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,156,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,157,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,158,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,159,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,160,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,161,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,162,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,163,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,164,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,165,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,166,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,167,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,168,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,169,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,170,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,171,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,172,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,173,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,174,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,175,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,176,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,177,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,178,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,179,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,180,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,181,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,182,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,183,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,184,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,185,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,186,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,187,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,188,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,189,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,190,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,191,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,192,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,193,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,194,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,195,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,196,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,197,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,198,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,199,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,200,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,201,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,202,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,203,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,204,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,205,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,206,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,207,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,208,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,209,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,210,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,211,"The lack of archaeological evidence for modern fortifications in the Jomon society suggests that the use of such technology was either non-existent or minimal during their period of existence. Therefore, the answer to this question is ""<answer-option>: absent"".<|endoftext|>"
https://seshat-db.com/api/wf/modern-fortifications/,212,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,213,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,214,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,215,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,216,"The Kansai region, which includes modern-day Osaka, Kyoto, and Nara prefectures, was a significant area during the Kofun period (250-538 CE). During this time, the region was characterized by the construction of large burial mounds, known as kofun, which were often surrounded by moats and other defensive structures. These kofun were used as tombs for the elite and powerful individuals of the time, and they played a significant role"
https://seshat-db.com/api/wf/modern-fortifications/,217,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,218,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,219,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,220,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,221,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,222,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,223,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,224,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,225,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,226,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,227,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,228,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,229,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,230,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,231,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,232,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,233,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,234,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,235,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,236,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,237,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,238,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,239,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,240,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,241,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,242,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,243,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,244,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,245,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,246,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,247,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,248,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,249,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,250,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,251,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,252,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,253,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,254,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,255,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,256,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,257,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,258,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,259,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,260,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,261,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,262,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,263,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,264,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,265,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,266,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,267,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,268,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,269,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,270,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,271,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,272,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,273,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,274,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,275,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,276,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,277,a) Present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,278,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,279,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,280,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,281,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,282,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,283,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,284,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,285,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,286,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,287,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,288,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,289,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,290,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,291,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,292,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,293,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,294,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,295,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,296,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,297,"Please note that the variable you provided does not have a clear definition or scope to create a well-defined historical exam question. If you could provide more information about the variable, I would be happy to assist you further.<|endoftext|>"
https://seshat-db.com/api/wf/modern-fortifications/,298,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,299,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,300,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,301,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,302,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,303,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,304,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,305,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,306,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,307,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,308,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,309,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,310,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,311,Prior to the mid-16th century<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,312,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,313,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,314,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,315,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,316,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,317,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,318,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,319,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,320,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,321,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,322,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,323,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,324,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,325,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,326,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,327,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,328,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,329,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,330,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,331,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,332,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,333,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,334,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,335,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,336,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,337,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,338,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,339,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,340,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,341,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,342,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,343,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,344,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,345,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,346,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,347,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,348,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,349,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,350,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,351,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,352,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,353,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,354,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,355,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,356,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,357,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,358,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,359,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,360,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,361,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,362,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,363,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,364,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,365,absent<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,366,present<|endoftext|>
https://seshat-db.com/api/wf/modern-fortifications/,367,present<|endoftext|>
